HEA Phase Dataset v1d,,,,,,,,,,,,,,,,
Alloy_ID,Alloy,Num_of_Elem,VEC,Atom.Size.Diff,Elect.Diff,dHmix,dSmix,,Sythesis_Route Hot-Cold_Working Homog_Temp,,Homog_Time,Anneal_Temp,Anneal_Time,Quench_Proc,Phases,References
Alloy 0148,Al0.5CoCrCu0.5FeNiTi0.5,7,7.64,5.968,0.1309,-10.843,15.75,AC,-,-,-,-,-,-,FCC_PLUS_BCC,10.1016/j.jallcom.2008.11.059
Alloy 0149,Al0.75CoCrCu0.25FeNiTi0.5,7,7.27,6.381,0.133,-14.3884,15.55,AC,-,-,-,-,-,-,BCC_SS,10.1016/j.jallcom.2008.11.059
Alloy 0150,AlCoCrFeNiTi0.5,6,6.91,6.12,0.13,-17.92,14.7,AC,-,-,-,-,-,-,BCC_SS,10.1016/j.jallcom.2008.11.059
Alloy 0151,AlCoCrFeNiTi,6,6.67,6.58,0.14,-21.56,14.9,AC,-,-,-,-,-,-,BCC_SS,10.1063/1.2734517
Alloy 0152,AlCoCrFeNiTi1.5,6,6.46,6.84,0.15,-23.91,14.79,AC,-,-,-,-,-,-,Im,10.1063/1.2734517
Alloy 0154,CoCrFeMnNi,5,8,0.92,0.14,-4.16,13.38,AC,-,1000,1440,-,-,AQ,FCC_SS,10.1016/j.jallcom.2014.12.157
Alloy 0155,CoCrFeMnNiV0.25,6,7.86,3.2875,0.1381,-5.2971,14.34,AC,-,1000,1440,-,-,AQ,FCC_SS,10.1016/j.jallcom.2014.12.157
Alloy 0156,CoCrFeMnNiV0.5,6,7.73,3.295,0.1376,-6.2149,14.7,AC,-,1000,1440,-,-,AQ,FCC_SS,10.1016/j.jallcom.2014.12.157
Alloy 0157,CoCrFeMnNiV0.75,6,7.61,3.2946,0.1369,-6.9565,14.86,AC,-,1000,1440,-,-,AQ,Im,10.1016/j.jallcom.2014.12.157
Alloy 0158,CoCrFeMnNiV1.0,6,7.5,3.2881,0.1361,-7.5556,14.9,AC,-,1000,1440,-,-,AQ,Im,10.1016/j.jallcom.2014.12.157
Alloy 0159,CoCrNi,3,8.33,1.12,0.11,-4.89,9.13,AC,CW,1000,1440,900,30,-,FCC_SS,10.1016/j.jallcom.2019.06.005
Alloy 0160,AlCrFeNi,4,7,5.9572,0.119,-13.25,11.53,AC,-,-,-,-,-,-,BCC_SS,10.1016/j.jallcom.2013.03.253
Alloy 0161,AlCrFeNiMo0.2,5,6.71,6.204,0.1474,-12.6531,12.57,AC,-,-,-,-,-,-,BCC_SS,10.1016/j.jallcom.2013.03.253
Alloy 0162,AlCrFeNiMo0.5,5,6.67,6.1122,0.1722,-11.8519,13.15,AC,-,-,-,-,-,-,BCC_SS,10.1016/j.jallcom.2013.03.253
Alloy 0163,AlCrFeNiMo0.8,5,6.63,6.0154,0.1884,-11.1458,13.35,AC,-,-,-,-,-,-,Im,10.1016/j.jallcom.2013.03.253
Alloy 0164,Al0.5CoCrCuFeNi,6,8.27,3.82,0.11,-1.52,14.7,AC,-,-,-,-,-,10 °C/min,FCC_SS,10.1007/s11661-005-0283-0
Alloy 0165,AlCoCrCuFeNi,6,7.83,4.82,0.12,-4.78,14.9,AC,-,-,-,-,-,10 °C/min,FCC_PLUS_BCC,10.1007/s11661-005-0283-0
Alloy 0166,Al2CoCrCuFeNi,6,7.14,5.71,0.13,-8.65,14.53,AC,-,-,-,-,-,10 °C/min,FCC_PLUS_BCC,10.1007/s11661-005-0283-0
Alloy 0167,AlCrCuFeNi0.6,5,7.39,5.7598,0.1233,-2.6843,13.24,AC,-,-,-,650,240,-,Im,10.1016/j.msea.2011.11.063
Alloy 0168,AlCrCuFeNi0.8,5,7.5,5.6936,0.1239,-3.4028,13.35,AC,-,-,-,650,240,-,Im,10.1016/j.msea.2011.11.063
HEA Phase Dataset v1d,,,,,,,,,,,,,,,,
Alloy 0169,AlCrCuFeNi,5,7.6,5.6281,0.1242,-4,13.38,AC,-,-,-,650,240,-,Im,10.1016/j.msea.2011.11.063
Alloy 0170,AlCrCuFeNi1.2,5,7.69,5.5635,0.1242,-4.497,13.36,AC,-,-,-,650,240,-,Im,10.1016/j.msea.2011.11.063
Alloy 0171,AlCrCuFeNi1.4,5,7.78,5.4999,0.1241,-4.9108,13.3,AC,-,-,-,650,240,-,Im,10.1016/j.msea.2011.11.063
Alloy 0172,AlCoCrCuFeNi,6,7.83,4.82,0.12,-4.78,14.9,AC,-,-,-,-,-,-,FCC_PLUS_BCC,10.1016/j.intermet.2008.08.012
Alloy 0173,HfNbTiZr,4,4.25,4.12,0.13,2.5,11.53,AC,-,-,1300,360,-,FC,BCC_SS,10.1016/j.matlet.2014.05.134
Alloy 0174,NbTiV2Zr,4,4.8,7.7461,0.2739,-3.52,11.08,AC,-,1200,120,1200,1400,-,BCC_SS,10.1016/j.actamat.2012.11.032
Alloy 0175,CoCrFeMnNi,5,8,0.92,0.14,-4.16,13.38,AC,CW,1100,360,800,60,-,FCC_SS,10.1016/j.intermet.2018.04.022
Alloy 0177,HfMoNbTiZr,5,4.6,5.06,0.31,-1.6,13.38,AC,-,-,-,-,-,-,Im,10.3390/e21010015
Alloy 0178,CoCrFeMnNi,5,8,0.92,0.14,-4.16,13.38,AC,-,1100,360,1150,60,WQ,FCC_SS,10.3390/e20120967
Alloy 0179,VCrFeTa0.1W0.1,5,6.28,3.5976,0.1475,-4.832,10.87,AC,-,-,-,800,1500,WQ,BCC_SS,10.3390/e20120951
Alloy 0180,VCrFeTa0.2W0.2,5,6.24,4.1684,0.1838,-5.1488,11.75,AC,-,-,-,800,1500,WQ,BCC_SS,10.3390/e20120951
Alloy 0181,VCrFeTa0.4W0.4,5,6.16,4.8208,0.231,-5.6288,12.7,AC,-,-,-,800,1500,WQ,Im,10.3390/e20120951
Alloy 0182,Al0.5CoCrFeNi,5,7.67,4.22,0.11,-9.09,13.15,AC,-,-,-,-,-,-,FCC_SS,10.3390/e20120917
Alloy 0183,Al0.5CoCrFeNi,5,7.67,4.22,0.11,-9.09,13.15,AC,CW,-,-,-,-,-,FCC_PLUS_BCC,10.3390/e20120917
Alloy 0184,Al65Cu5Fe5Mg5Si15Zn5,6,4.14,8.2222,0.1409,-11.2925,9.38,AC,-,-,-,-,-,-,Im,10.1038/s41598-019-43329-w
Alloy 0185,Al65Cu5Mg5Ni5Si15Zn5,6,4.24,8.1997,0.1463,-13.2245,9.38,AC,-,-,-,-,-,-,Im,10.1038/s41598-019-43329-w
Alloy 0186,Al70Cr5Cu5Mg5Si10Zn5,6,4.05,7.4162,0.1274,-8.69,8.97,AC,-,-,-,-,-,-,Im,10.1038/s41598-019-43329-w
Alloy 0187,Al70Cu5Mg5Mn5Si10Zn5,5,4.1,7.043,0.1289,-13.06,8.97,AC,-,-,-,-,-,-,Im,10.1038/s41598-019-43329-w
Alloy 0188,Al70Cu5Mg5Si10Zn5Zr5,6,3.95,7.6006,0.1444,-15.22,8.97,AC,-,-,-,-,-,-,Im,10.1038/s41598-019-43329-w
Alloy 0189,MoNbHfZrTi,5,4.6,6.0973,0.3096,-3.2,13.38,AC,-,-,-,-,-,-,BCC_SS,10.1016/j.intermet.2015.10.011
Alloy 0190,AlCoCrCuFeNi,6,7.83,4.82,0.12,-4.78,14.9,AC,-,-,-,-,-,-,Im,10.1016/j.triboint.2018.10.012
Alloy 0191,AlCoCrFeNiTi0.5,6,6.91,6.12,0.13,-17.92,14.7,AC,-,-,-,-,-,-,BCC_SS,10.1016/j.triboint.2018.10.012
Alloy 0192,NbCrMo0.5Ta0.5TiZr,6,4.9,7.13,0.22,-4.92,14.53,AC,-,-,-,-,-,-,Im,10.1016/j.msea.2017.12.021
Alloy 0193,AlCoCrFeNi,5,7.2,5.25,0.12,-12.32,13.38,AC,-,-,-,-,-,-,Im,10.1016/j.jallcom.2016.05.034
Alloy 0194,AlCoCrFeNi,5,7.2,5.25,0.12,-12.32,13.38,PM,-,-,-,-,-,-,Im,10.1016/j.matlet.2015.06.046
Alloy 0195,AlCoCrFeNi,5,7.2,5.25,0.12,-12.32,13.38,AC,-,-,-,-,-,-,Im,10.1007/s11665-015-1869-3
Alloy 0196,AlCoCrFeNi,5,7.2,5.25,0.12,-12.32,13.38,PM,-,-,-,-,-,-,Im,10.1016/j.matchar.2019.05.022
Alloy 0197,AlCoCrFeNi,5,7.2,5.25,0.12,-12.32,13.38,PM,-,-,-,-,-,-,Im,10.1016/j.matchar.2019.05.022
Alloy 0198,AlCoCrFeNi,5,7.2,5.25,0.12,-12.32,13.38,PM,-,-,-,-,-,-,Im,10.1016/j.matchar.2019.05.022
Alloy 0199,AlCoCrCuFeNi,6,7.83,4.82,0.12,-4.78,14.9,AC,-,-,-,500,300,-,FCC_PLUS_BCC,10.1016/j.intermet.2008.08.012
Alloy 0200,AlCoCrCuFeNi,6,7.83,4.82,0.12,-4.78,14.9,AC,-,-,-,600,300,-,FCC_PLUS_BCC,10.1016/j.intermet.2008.08.012
Alloy 0201,AlCoCrCuFeNi,6,7.83,4.82,0.12,-4.78,14.9,AC,-,-,-,645,300,-,FCC_PLUS_BCC,10.1016/j.intermet.2008.08.012
Alloy 0202,AlCoCrCuFeNi,6,7.83,4.82,0.12,-4.78,14.9,AC,-,-,-,700,300,-,FCC_PLUS_BCC,10.1016/j.intermet.2008.08.012
Alloy 0203,AlCoCrCuFeNi,6,7.83,4.82,0.12,-4.78,14.9,AC,-,-,-,800,300,-,FCC_PLUS_BCC,10.1016/j.intermet.2008.08.012
Alloy 0204,AlCoCrCuFeNi,6,7.83,4.82,0.12,-4.78,14.9,AC,-,-,-,900,300,-,FCC_PLUS_BCC,10.1016/j.intermet.2008.08.012
Alloy 0205,AlCoCrCuFeNi,6,7.83,4.82,0.12,-4.78,14.9,AC,-,-,-,1000,300,-,FCC_PLUS_BCC,10.1016/j.intermet.2008.08.012
Alloy 0206,MoNbTaVW,5,5.4,3.21,0.34,-4.64,13.38,AC,-,-,-,-,-,-,BCC_SS,10.1016/j.intermet.2011.01.004
Alloy 0207,Nb42Mo20Ti13Cr12V12Ta1,6,5.41,4.5918,0.2767,-4.2436,12.52,PM,-,-,-,-,-,-,Im,10.1016/j.ijrmhm.2019.02.009
Alloy 0208,HfMo0.5NbTiV0.5Si0.7,6,4.53,9.442,0.2566,-31.1182,14.54,AC,-,-,-,-,-,-,Im,10.1016/j.ijrmhm.2019.02.009
Alloy 0209,HfMo0.5NbTiV0.5Si0.3,6,4.58,7.8791,0.2541,-16.3656,14.17,AC,-,-,-,-,-,-,BCC_SS,10.1016/j.jallcom.2016.10.014
Alloy 0210,HfMo0.5NbTiV0.5Si0.5,6,4.53,9.442,0.2566,-31.1182,14.54,AC,-,-,-,-,-,-,BCC_SS,10.1016/j.jallcom.2016.10.014
Alloy 0211,HfMo0.5NbTiV0.5Si0.7,6,4.53,9.442,0.2566,-31.1182,14.54,AC,-,-,-,-,-,-,BCC_SS,10.1016/j.jallcom.2016.10.014
Alloy 0212,AlCoCrFeNi,5,7.2,5.25,0.12,-12.32,13.38,AC,-,-,-,-,-,-,BCC_SS,10.1063/1.2734517
Alloy 0213,AlCoCrFeNi,5,7.2,5.25,0.12,-12.32,13.38,AC,-,-,-,-,-,-,Im,10.1016/j.msea.2015.08.078
Alloy 0214,AlCoCrFeNi,5,7.2,5.25,0.12,-12.32,13.38,AC,-,1100,60,1150,3000,-,Im,10.1016/j.msea.2015.08.078
Alloy 0215,AlCoCrFeNi,5,7.2,5.25,0.12,-12.32,13.38,AC,-,850,180,-,-,-,Im,10.1016/j.jallcom.2016.05.034
Alloy 0216,AlCoCrFeNi,5,7.2,5.25,0.12,-12.32,13.38,AC,-,975,180,-,-,-,Im,10.1016/j.jallcom.2016.05.034
Alloy 0217,AlCoCrFeNi,5,7.2,5.25,0.12,-12.32,13.38,AC,-,1100,180,-,-,-,Im,10.1016/j.jallcom.2016.05.034
Alloy 0218,AlCoCrFeNi,5,7.2,5.25,0.12,-12.32,13.38,AC,-,1200,180,-,-,-,Im,10.1016/j.jallcom.2016.05.034
Alloy 0219,AlCoCrFeNi,5,7.2,5.25,0.12,-12.32,13.38,AC,-,-,-,-,-,-,BCC_SS,10.1007/s40195-012-0174-5
Alloy 0220,AlCoCrFeNi,5,7.2,5.25,0.12,-12.32,13.38,AC,-,-,-,500,120,-,BCC_SS,10.1007/s40195-012-0174-5
Alloy 0221,AlCoCrFeNi,5,7.2,5.25,0.12,-12.32,13.38,AC,-,-,-,700,120,-,BCC_SS,10.1007/s40195-012-0174-5
Alloy 0222,AlCoCrFeNi,5,7.2,5.25,0.12,-12.32,13.38,AC,-,-,-,900,120,-,BCC_SS,10.1007/s40195-012-0174-5
Alloy 0223,AlCoCrFeNiTi0.5,6,6.91,6.12,0.13,-17.92,14.7,AC,-,-,-,-,-,-,BCC_SS,10.1007/s40195-012-0174-5
Alloy 0224,AlCoCrFeNiTi0.5,6,6.91,6.12,0.13,-17.92,14.7,AC,-,-,-,500,120,-,BCC_SS,10.1007/s40195-012-0174-5
Alloy 0225,AlCoCrFeNiTi0.5,6,6.91,6.12,0.13,-17.92,14.7,AC,-,-,-,700,120,-,BCC_SS,10.1007/s40195-012-0174-5
Alloy 0226,AlCoCrFeNiTi0.5,6,6.91,6.12,0.13,-17.92,14.7,AC,-,-,-,900,120,-,BCC_SS,10.1007/s40195-012-0174-5
Alloy 0227,CrMoNbTiV,5,5.2,5.6187,0.2245,-4.32,13.38,AC,-,-,-,-,-,-,BCC_SS,10.1016/j.intermet.2018.11.001
Alloy 0228,CrMoNbTiZr,5,5,8.1946,0.2745,-6.4,13.38,AC,-,-,-,-,-,-,Im,10.1016/j.intermet.2018.11.001
Alloy 0229,CoCrFeMnNi,5,8,0.92,0.14,-4.16,13.38,AC,-,1000,1440,-,-,-,Im,10.1016/j.intermet.2019.106486
Alloy 0230,CoCrFeMnNi,5,8,0.92,0.14,-4.16,13.38,PM,-,-,-,-,-,-,FCC_SS,10.1016/j.msea.2018.12.005
Alloy 0231,CoCrFeMnNi,5,8,0.92,0.14,-4.16,13.38,PM,-,-,-,-,-,-,FCC_SS,10.1016/j.msea.2018.12.005
Alloy 0232,CoCrFeMnNi,5,8,0.92,0.14,-4.16,13.38,PM,-,-,-,-,-,-,FCC_SS,10.1016/j.msea.2018.12.005
Alloy 0233,CoCrFeMnNi,5,8,0.92,0.14,-4.16,13.38,PM,-,-,-,-,-,-,FCC_SS,10.1016/j.jallcom.2018.02.298
Alloy 0234,CoCrFeMnNi,5,8,0.92,0.14,-4.16,13.38,PM,HIP,1150,180,-,-,-,FCC_SS,10.1016/j.jallcom.2018.02.298
Alloy 0235,CoCrFeNi,4,8.25,1.03,0.1,-3.75,11.53,AC,-,-,-,-,-,-,FCC_SS,10.1016/j.intermet.2019.106550
Alloy 0236,CoCrFeNi,4,8.25,1.03,0.1,-3.75,11.53,AC,-,-,-,-,-,-,FCC_SS,10.1016/j.matchemphys.2017.05.056
Alloy 0237,CoCrFeNi,4,8.25,1.03,0.1,-3.75,11.53,AC,-,-,-,-,-,-,FCC_SS,10.1016/j.jallcom.2019.152479
Alloy 0238,CoCrFeNi,4,8.25,1.03,0.1,-3.75,11.53,PM,-,-,-,-,-,-,FCC_SS,10.1016/j.jallcom.2019.02.050
Alloy 0239,CoCrFeNi,4,8.25,1.03,0.1,-3.75,11.53,PM,-,-,-,-,-,-,FCC_SS,10.1016/j.jallcom.2019.02.050
Alloy 0240,CoCrFeNi,4,8.25,1.03,0.1,-3.75,11.53,AC,CW,1100,1440,550,0,-,FCC_SS,10.1016/j.msea.2019.138526
Alloy 0241,AlCoCrFeNiTi0.2,6,7.08,6.2298,0.1268,-14.8521,14.22,AC,-,-,-,-,-,-,Im,10.1007/s11665-015-1869-3
Alloy 0242,AlCoCrFeNiTi0.4,6,6.96,6.5751,0.1317,-16.9822,14.59,AC,-,-,-,-,-,-,Im,10.1007/s11665-015-1869-3
Alloy 0243,AlCoCrFeNiTi0.2,6,7.08,6.2298,0.1268,-14.8521,14.22,AC,-,-,-,-,-,-,BCC_SS,10.1007/s40195-012-0174-5
Alloy 0244,AlCoCrFeNiTi0.2,6,7.08,6.2298,0.1268,-14.8521,14.22,AC,-,-,-,500,120,-,BCC_SS,10.1007/s40195-012-0174-5
Alloy 0245,AlCoCrFeNiTi0.2,6,7.08,6.2298,0.1268,-14.8521,14.22,AC,-,-,-,700,120,-,BCC_SS,10.1007/s40195-012-0174-5
Alloy 0246,AlCoCrFeNiTi0.2,6,7.08,6.2298,0.1268,-14.8521,14.22,AC,-,-,-,900,120,-,BCC_SS,10.1007/s40195-012-0174-5
Alloy 0247,AlCoCrFeNiTi0.4,6,6.96,6.5751,0.1317,-16.9822,14.59,AC,-,-,-,500,120,-,BCC_SS,10.1007/s40195-012-0174-5
Alloy 0248,AlCoCrFeNiTi0.4,6,6.96,6.5751,0.1317,-16.9822,14.59,AC,-,-,-,700,120,-,BCC_SS,10.1007/s40195-012-0174-5
Alloy 0249,AlCoCrFeNiTi0.4,6,6.96,6.5751,0.1317,-16.9822,14.59,AC,-,-,-,900,120,-,BCC_SS,10.1007/s40195-012-0174-5
Alloy 0250,CoCrNi,3,8.33,1.12,0.11,-4.89,9.13,AC,CW,1200,1400,925,60,-,FCC_SS,10.1016/j.actamat.2017.04.033
Alloy 0251,CoCrNi,3,8.33,1.12,0.11,-4.89,9.13,AC,CW,1200,2880,950,60,AQ,FCC_SS,10.1016/j.actamat.2017.02.036
Alloy 0252,CoCrNi,3,8.33,1.12,0.11,-4.89,9.13,AC,CW,1200,120,800,120,WQ,FCC_SS,10.1016/j.actamat.2017.07.029
Alloy 0253,CoCrNi,3,8.33,1.12,0.11,-4.89,9.13,PM,-,-,-,-,-,-,FCC_SS,10.1016/j.jallcom.2019.05.208
HEA Phase Dataset v1d,,,,,,,,,,,,,,,,
Alloy 0254,CoCrNi,3,8.33,1.12,0.11,-4.89,9.13,AC,HW,-,-,600,60,-,FCC_SS,10.1016/j.scriptamat.2019.01.016
Alloy 0255,CoCrNi,3,8.33,1.12,0.11,-4.89,9.13,AC,HW,-,-,700,60,-,FCC_SS,10.1016/j.scriptamat.2019.01.016
Alloy 0256,CoCrNi,3,8.33,1.12,0.11,-4.89,9.13,AC,HW,-,-,900,60,-,FCC_SS,10.1016/j.scriptamat.2019.01.016
Alloy 0257,CoCrNi,3,8.33,1.12,0.11,-4.89,9.13,AC,CW,1200,1440,800,60,-,FCC_SS,10.1038/ncomms10602
Alloy 0258,MoNbTaTiV,5,5,3.34,0.24,-2.56,13.38,AC,-,-,-,-,-,-,BCC_SS,10.1016/j.jallcom.2016.11.188
Alloy 0259,CrNbTiZr,4,4.75,7.84,0.12,-5,11.53,AC,-,-,-,-,-,-,BCC_SS,10.3390/ma11020208
Alloy 0260,HfMoNbTiZr,5,4.6,5.06,0.31,-1.6,13.38,AC,-,-,-,-,-,-,BCC_SS,10.3390/ma11020208
Alloy 0261,HfNbTaTiZr,5,4.4,4.01,0.12,2.72,13.38,AC,-,-,-,-,-,-,BCC_SS,10.3390/ma11020208
Alloy 0262,ZrTiHfV0.5Nb0.5,5,4.25,6.4405,0.1345,0.4375,12.97,AC,-,-,-,-,-,-,BCC_SS,10.3390/ma11020208
Alloy 0263,Zr2.0TiHfVNb2.0,5,4.43,6.8022,0.1374,1.4694,12.89,AC,-,-,-,-,-,-,BCC_SS,10.3390/ma11020208
Alloy 0264,ZrTiHfNb0.5Mo0.5,5,4.38,5.7038,0.2705,-2.125,12.97,AC,-,-,-,-,-,-,BCC_SS,10.3390/ma11020208
Alloy 0265,ZrTiHfNb0.5Ta0.5,5,4.25,4.8621,0.1182,0.875,12.97,AC,-,-,-,-,-,-,BCC_SS,10.3390/ma11020208
Alloy 0266,NbTiZr,3,4.67,1.0641,0.0411,3.1111,9.13,AC,HIP,1400,120,1400,360,20 K/min,BCC_SS,10.1016/j.jallcom.2018.12.325
Alloy 0267,Ta10Nb30Ti30Zr30,4,4.4,4.9917,0.1099,2.64,10.92,AC,HIP,1400,120,1400,360,20 K/min,BCC_SS,10.1016/j.jallcom.2018.12.325
Alloy 0268,Cr10Nb30Ti30Zr30,4,4.5,7.0235,0.1211,-0.96,10.92,AC,HIP,1400,120,1400,360,20 K/min,BCC_SS,10.1016/j.jallcom.2018.12.325
Alloy 0269,AlCoCrFeNi,5,7.2,5.25,0.12,-12.32,13.38,PM,-,-,-,-,-,-,Im,10.1088/2053-1591/ab2517
Alloy 0270,AlCoCrFeNi,5,7.2,5.25,0.12,-12.32,13.38,PM,-,-,-,-,-,-,Im,10.1088/2053-1591/ab2517
Alloy 0271,AlCoCrFeNi,5,7.2,5.25,0.12,-12.32,13.38,PM,-,-,-,-,-,-,Im,10.1088/2053-1591/ab2517
Alloy 0272,AlCoCrFeNi,5,7.2,5.25,0.12,-12.32,13.38,PM,-,-,-,-,-,-,Im,10.1088/2053-1591/ab2517
Alloy 0273,AlCoCrFeNi,5,7.2,5.25,0.12,-12.32,13.38,PM,-,-,-,-,-,-,Im,10.1088/2053-1591/ab2517
Alloy 0274,AlCoCrFeNi,5,7.2,5.25,0.12,-12.32,13.38,PM,-,-,-,-,-,-,Im,10.1088/2053-1591/ab2517
Alloy 0275,Al0.3HfNbTaTiZr,6,4.4,4.7543,0.1013,-5.0406,12.83,AC,-,-,-,-,-,-,BCC_SS,10.1016/j.jallcom.2014.11.064
Alloy 0276,Al0.5HfNbTaTiZr,6,4.33,4.6972,0.1016,-8.9877,13.15,AC,-,-,-,-,-,-,BCC_SS,10.1016/j.jallcom.2014.11.064
Alloy 0277,Al0.75HfNbTaTiZr,6,4.22,4.23,0.12,-11.55,14.86,AC,-,-,-,-,-,-,BCC_SS,10.1016/j.jallcom.2014.11.064
Alloy 0278,NbTaTiZr,4,4.5,4.8397,0.1003,2.5,11.53,AC,-,-,-,-,-,-,BCC_SS,10.1016/j.msea.2018.11.054
Alloy 0279,NbTaTi30Zr,4,4.47,4.6906,0.0977,2.3644,11.47,AC,-,-,-,-,-,-,BCC_SS,10.1016/j.msea.2018.11.054
Alloy 0280,NbTaTi35Zr,4,4.43,4.5344,0.0948,2.2244,11.32,AC,-,-,-,-,-,-,BCC_SS,10.1016/j.msea.2018.11.054
Alloy 0281,NbTaTi40Zr,4,4.4,4.3703,0.0917,2.08,11.08,AC,-,-,-,-,-,-,BCC_SS,10.1016/j.msea.2018.11.054
Alloy 0282,NbTaTi45Zr,4,4.37,4.1975,0.0885,1.9311,10.75,AC,-,-,-,-,-,-,BCC_SS,10.1016/j.msea.2018.11.054
Alloy 0283,CrMoNbTiW,5,5,7.6539,0.3557,-7.04,13.38,PM,-,1400,8,-,-,-,Im,10.1007/s11837-019-03432-9
Alloy 0284,CrMoNbTaVW,6,5.5,4.78,0.32,-4.89,14.9,PM,-,1500,10,-,-,-,Im,10.1016/j.jallcom.2018.11.318
Alloy 0285,CrMoNbTaVW,6,5.5,4.78,0.32,-4.89,14.9,PM,-,1600,10,-,-,-,Im,10.1016/j.jallcom.2018.11.318
Alloy 0286,CrMoNbTaVW,6,5.5,4.78,0.32,-4.89,14.9,PM,-,1700,10,-,-,-,Im,10.1016/j.jallcom.2018.11.318
Alloy 0287,AlCoCuFeNi,5,8.2,5.6125,0.1115,-4.973,13.38,PM,-,-,-,-,-,-,BCC_SS,10.1016/j.msea.2018.11.118
Alloy 0288,AlCoCuFeNi,5,8.2,5.6125,0.1115,-4.973,13.38,PM,-,-,-,900,600,-,FCC_PLUS_BCC,10.1016/j.msea.2018.11.118
Alloy 0289,AlCoCuFeNi,5,8.2,5.6125,0.1115,-4.973,13.38,PM,-,-,-,1000,600,-,FCC_PLUS_BCC,10.1016/j.msea.2018.11.118
Alloy 0290,CoCrNi,3,8.33,1.12,0.11,-4.89,9.13,AC,-,-,-,-,-,-,FCC_SS,10.1016/j.matchemphys.2019.121841
Alloy 0291,NbTiVZr,4,4.5,6.03,0.12,-0.25,11.53,AC,-,1200,1440,-,-,AQ,BCC_SS,10.1179/1743284715Y.0000000032
Alloy 0292,AlNbTiVZr,5,4.2,5.53,0.11,-17.44,13.38,AC,-,-,-,1200,1440,-,BCC_SS,10.1016/j.msea.2017.08.019
Alloy 0293,AlNbTiVZr0.1,5,4.24,4.4204,0.0526,-16.7519,12.2,AC,-,-,-,1200,1440,-,Im,10.1016/j.msea.2017.08.019
Alloy 0294,AlNbTiVZr0.25,5,4.24,4.9666,0.0703,-17.3841,12.71,AC,-,-,-,1200,1440,-,Im,10.1016/j.msea.2017.08.019
Alloy 0295,AlNbTiVZr0.5,5,4.22,5.6073,0.0891,-18.1728,13.15,AC,-,-,-,1200,1440,-,Im,10.1016/j.msea.2017.08.019
Alloy 0296,AlNbTiVZr,5,4.2,5.53,0.11,-17.44,13.38,AC,-,-,-,1200,1440,-,Im,10.1016/j.msea.2017.08.019
Alloy 0297,AlNbTiVZr1.5,5,4.18,6.7203,0.1214,-19.3058,13.25,AC,-,-,-,1200,1440,-,Im,10.1016/j.msea.2017.08.019
Alloy 0298,CoCrFeMnNi,5,8,0.92,0.14,-4.16,13.38,AC,CW,1200,2880,1000,60,-,FCC_SS,10.1016/j.actamat.2013.06.018
Alloy 0299,CoCrFeNi,4,8.25,1.03,0.1,-3.75,11.53,AC,CW,1100,360,-,-,WQ,FCC_SS,10.1016/j.msea.2017.02.043
Alloy 0300,CoCrFeMnNi,5,8,0.92,0.14,-4.16,13.38,AC,CW,1100,360,-,-,WQ,FCC_SS,10.1016/j.msea.2017.02.043
Alloy 0301,CoCrFeMnNi,5,8,0.92,0.14,-4.16,13.38,AC,-,1200,2880,900,60,-,FCC_SS,10.1016/j.actamat.2016.07.038
Alloy 0302,CoCrFeNi,4,8.25,1.03,0.1,-3.75,11.53,AC,-,-,-,-,-,-,FCC_SS,10.1016/j.jallcom.2013.12.210
Alloy 0303,CoCrFeNi,4,8.25,1.03,0.1,-3.75,11.53,AC,-,1000,1440,-,-,-,FCC_SS,10.1016/j.jallcom.2013.12.210
Alloy 0304,CoCrFeNiMn,5,8,3.2695,0.1384,-4.16,13.38,AC,-,-,-,-,-,-,FCC_SS,10.1016/j.jallcom.2013.12.210
Alloy 0305,CoCrFeNiMn,5,8,3.2695,0.1384,-4.16,13.38,AC,-,1000,1440,-,-,-,FCC_SS,10.1016/j.jallcom.2013.12.210
Alloy 0306,HfNbTaTiZr,5,4.4,4.01,0.12,2.72,13.38,AC,HIP,1200,120,1200,120,-,BCC_SS,10.1016/j.msea.2018.11.054
Alloy 0307,HfNbTiZr,4,4.25,4.12,0.13,2.5,11.53,AC,-,-,-,1300,240,-,BCC_SS,10.1016/j.msea.2018.11.054
Alloy 0308,HfNbTiZr,4,4.25,4.12,0.13,2.5,11.53,AC,-,-,-,-,-,-,BCC_SS,10.1016/j.msea.2018.11.054
Alloy 0310,Ta0.6ZrHfTi,4,4.28,4.7527,0.1052,1.7901,11.36,AC,-,-,-,-,-,-,BCC_SS,10.1016/j.msea.2018.11.054
Alloy 0311,Ta0.5ZrHfTi,4,4.29,4.7083,0.1054,1.7959,11.24,AC,-,-,-,-,-,-,BCC_SS,10.1016/j.msea.2018.11.054
Alloy 0312,Ta0.4ZrHfTi,4,4.29,4.6529,0.1055,1.7993,11.07,AC,-,-,-,-,-,-,BCC_SS,10.1016/j.msea.2018.11.054
Alloy 0313,Ti40Zr25Nb25Ta10,4,4.35,4.6525,0.1018,2.26,10.73,AC,-,-,-,-,-,-,BCC_SS,10.1016/j.msea.2018.11.054
Alloy 0314,Ti45Zr25Nb25Ta5,4,4.3,4.5839,0.1022,2.14,10,AC,-,-,-,-,-,-,BCC_SS,10.1016/j.msea.2018.11.054
